UniqueCount	AmbigCount
3	22
0	0
1	606
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	13
0	5
0	0
0	3
0	2
0	9
0	0
39	970
14	0
0	21
297	17
2	20
15	111
6	9
0	0
11	27
0	0
0	0
0	0
16	587
0	32
0	51
0	35
0	49
0	30
41	21
0	0
0	15
0	2
0	0
0	1
0	0
0	0
0	0
0	1
3	7
4	1
0	2
8	2
0	518
0	255
0	285
18	208
0	233
13	121
12	19
7	144
0	162
36	24
0	83
46	41
3	3
4	7
0	23
6	10
0	0
0	9
0	1
0	0
332	1058
1	1
0	0
0	6
0	1
0	1
2	0
0	1
0	1
0	16
0	1
0	0
0	1
0	6
0	1
0	2
0	1
0	0
4	36
209	15733
334	15272
0	0
16	6
1	0
8798	6204
19	13
0	0
0	0
1904	2052
1	12
0	0
0	0
0	25
0	5
0	5
0	5
0	3
0	4
0	0
0	0
0	4
1	3
0	12
1	3
0	4
0	4
0	3
0	1
0	1
7	2
0	0
1	0
0	3
0	0
0	0
0	0
0	3
0	3
0	2
0	2
0	1
0	2
1	14
0	5
3	5
0	0
3	0
0	0
0	0
41	0
0	1
0	145
0	150
19	235
2	54
0	250
8	26
0	222
0	232
10	15
0	166
0	216
0	176
0	214
0	4
0	147
0	147
0	14
0	143
0	162
0	168
0	151
0	5
2	114
0	123
0	131
0	173
0	165
0	175
0	194
0	136
0	148
0	148
0	158
0	6
0	162
0	187
0	146
0	6
1	7
0	30
0	5
0	123
2	4
3	4
2	4
1	0
0	0
0	0
0	0
0	0
2	0
28	0
2	0
3	1
0	1
0	0
0	18
0	18
0	0
0	17
0	11
0	11
0	11
0	11
0	7
0	17
0	11
0	0
0	3
0	1
0	2
388	2613
7	1037
41	2488
0	0
30	419
17	17
348	66
53	11
51	54
32	1
30	63
0	52
2	68
0	2
1	19
0	2
0	2
0	0
0	2
12	0
23	185
53	158
72	158
5	118
0	226
1	175
15	149
0	0
0	0
25	10478
0	9777
0	9363
0	10064
0	80
0	154
12	115
1	3
7	45
242	4012
0	28
0	45
0	50
0	28
0	44
0	47
2	50
1	43
1	45
0	16
0	29
1	0
0	1
582	0
2	344
4	297
4	369
0	352
106	291
0	313
9	356
0	41
0	217
0	106
1	92
0	96
0	33
4	5
6	3
0	16
0	3
4	12
0	0
0	0
0	0
0	0
0	0
0	0
60	0
7	0
0	78
0	78
0	0
0	0
8	34
0	1
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
45	3484
4	3115
2	2640
50	1749
1	1369
2	443
0	565
543	0
3	4
2	2
6	5
7	1
3	2
10	0
2	750
21	892
0	771
16	431
2	447
0	414
1	364
11	45
0	349
7	308
0	39
0	55
0	73
0	62
0	97
1	0
3	11
0	22
4	80
12	1
1	0
2	0
0	79
0	53
7	78
0	78
0	0
1	77
0	0
3	20
10	474
5	535
10	388
0	232
2	0
1	20
2	52
6	4
46	46
0	16
9	6
0	4
0	0
0	0
36	123
5	30
2	6
2	70
0	3
2	52
0	50
20	658
0	1097
0	1093
0	851
2	282
2	920
0	1203
0	853
97	702
37	488
8	781
0	1097
1	852
0	790
0	892
0	895
1	236
0	109
5	51
1	699
0	104
0	219
0	194
6	114
0	104
0	266
0	5
5	18
1	348
3	94
0	103
0	225
1	188
1	188
0	13
4	5
1	89
0	288
1	147
20	85
0	99
2	117
1	47
4	32
0	26
0	41
0	2
1	0
0	1
0	0
14	0
2	63
260	82
0	19
6	0
15	1596
225	1563
2	212
0	288
16	77
1	22
7	65
0	0
1	1102
35	1549
5	1761
11	1190
26	1703
0	390
6	315
71	336
0	0
0	0
42	712
24	672
267	676
157	707
21	51
3	29
0	0
0	1092
54	1272
8	1125
13	860
8	1662
2	1307
9	1530
0	1633
0	493
5	665
0	95
6	112
0	116
9	95
0	188
20	13
2	28
2	1
0	11
6	95
2	97
1	107
0	108
0	97
0	107
1	89
0	89
0	93
0	6
0	90
0	99
0	99
0	37
168	349
0	139
22	191
23	2
14	214
0	26
0	4
72	5
0	180
2	189
23	220
0	74
26	64
5	0
2	0
0	0
17	1
2	0
9	1
0	167
5	1054
361	1221
1	11
4	13
0	0
0	0
17	985
0	781
27	915
5	51
49	613
33	393
0	0
2	0
0	0
2	871
5	601
0	825
0	728
1	819
0	0
0	53
1	139
5	0
4	0
663	1233
3	1020
0	213
149	38
1	2
5	2
0	0
875	0
9	0
126	0
118	890
8	907
0	961
0	974
0	839
7	887
0	937
14	21
0	28
22	891
1	34
0	708
1	23
3	3
0	50
0	948
5	447
0	39
0	788
3	656
1	5
6	9
0	726
4	82
18	6
0	32
41	123
7	310
1	282
3	171
0	71
4	75
0	1
0	19
32	11
3	14
0	9
0	6
0	7
0	6
4	1
1	0
54	1026
1	989
0	867
0	826
0	823
0	813
0	813
0	813
0	23
0	0
3	119
19	1543
2	1571
25	479
11	179
0	0
2	0
0	13
15	561
0	519
4	226
1	350
2	406
0	270
0	399
0	427
0	412
0	299
16	12
8	72
3	21
0	2
5	53
0	2
1	28
11	56
6	74
7	14
1	4
0	0
2	0
57	369
0	0
3	0
0	0
0	0
11	95
2	9
2	106
0	60
33	1726
2	1631
0	1484
0	723
2	3
0	285
2	81
0	29
3	213
2	20
1	18
0	181
8	146
6	180
4	180
0	102
0	0
1	5270
21	6264
92	6459
2	5700
0	5624
0	6326
0	5520
0	4634
0	6322
1	5620
1	3007
0	5633
0	6283
0	6199
1	6197
0	6087
0	5961
0	5187
0	5519
0	4874
0	5388
3	5273
0	3578
0	3079
20	812
1	1931
0	1087
0	425
0	1
0	51
0	0
0	5
0	4
0	1
1	5
0	1
0	3
0	3
22	4
0	3
5	126
5	113
0	4
2	23
17	17
2	0
0	21
1	5
0	21
1	4
0	0
3	16
0	11
0	0
7	12
0	1
3	1
2	1
0	5
0	7
0	4
0	4
0	6
2	4
0	0
0	4
0	4
0	5
0	0
0	7
0	2
0	1
0	4
0	1
0	3
0	0
1	4
0	0
0	0
152	1434
0	112
1	25
0	25
0	25
0	4
0	1341
1	43
0	1128
0	118
0	193
0	135
0	192
8	144
0	153
0	207
1	166
52	80
5	47
1	85
0	12
0	1171
1	113
0	668
6	855
0	20
0	0
8	0
1	0
15	106
6	107
8	318
0	557
0	328
68	159
3	225
1	611
1	330
2	330
10	322
3	93
0	333
0	0
0	0
0	0
0	20
1007	24
0	0
0	5
4	4
0	5
3	5
17	139
4	107
4	129
0	4
16	5
4	5
17	42
0	52
13	1
1	3
0	0
1	0
41	0
0	0
5	0
37	861
0	133
60	1470
2	627
4	9
7	785
6	505
88	874
4	120
3	518
0	557
0	406
0	413
2	83
1	32
0	3
0	1
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
17	330
0	284
0	157
0	25
3	3
2	0
2	1
0	26
1	63
0	11
1	0
0	4
0	0
0	22
0	22
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	7
0	6
0	2
0	2
0	0
0	4
0	6
0	0
0	3
0	0
0	1
0	0
0	0
0	0
1	17
0	11
0	162
0	156
0	169
0	155
0	33
0	159
0	27
0	6
0	5
0	7
0	153
0	4
3	150
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	0
0	5
1	5
0	3
0	2
0	0
0	3
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
162	555
3	555
3	549
0	45
6	15
0	65
33	392
1	0
2	21
0	21
0	11
0	3
0	7
0	0
0	0
0	0
0	0
0	6
8	5
0	2
0	2
0	4
0	4
0	4
66	334
0	334
66	334
116	336
59	20
6	130
0	71
0	28
0	4
0	111
0	105
0	30
0	241
0	197
0	105
0	204
0	199
0	65
0	68
0	84
0	98
0	234
4	53
0	5
0	100
1	37
0	0
0	0
0	36
0	16
0	171
0	146
0	209
12	486
0	106
0	5
0	226
0	4
0	270
7	290
0	382
0	376
0	126
0	204
0	182
1	172
0	235
2	305
0	167
0	18
0	33
0	15
1	214
0	180
1	46
0	148
0	5
0	0
0	0
0	0
0	0
1	12
0	9
0	11
0	2
1192	192
1	192
3	20
0	0
1	0
0	471
0	547
0	568
5	557
0	485
0	545
0	544
0	512
0	488
0	539
0	472
0	518
0	552
0	449
0	460
0	442
0	17
3	324
0	142
1	307
0	30
0	16
0	166
0	79
0	50
2	40
0	5
0	222
2	206
1	214
0	222
0	222
0	226
0	217
0	216
0	8
2	20
2	401
31	414
3	438
0	400
0	408
0	394
0	391
0	393
1	398
1	121
0	6
0	3
0	1
1	2
3	14
2	11
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
210	212
16	212
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	101
8	93
0	220
3	253
0	247
2	163
2	2
0	6
9	5
0	109
0	5
0	7
0	13
0	750
1	751
0	749
0	2
1	0
0	2
0	2
0	0
0	3
0	0
0	1
0	714
0	42
0	1
0	58
0	710
0	2
0	749
0	2
0	658
0	24
0	2
0	119
1	690
0	748
4	1
1	2
1	683
1	0
0	0
0	749
0	748
0	114
0	142
0	1
0	0
0	708
0	2
0	176
0	420
22	1
0	0
0	43
0	641
0	561
0	648
3	3
0	0
0	2
0	2
0	1
0	1
0	1596
5936	4446
46	4245
1	4187
0	3430
8	2974
0	1609
1	1607
0	0
7	3
23	199
0	8
4	6
13	180
0	0
2	0
2	20
7	8
1001	1305
0	14
19	1299
11	453
49	94
30	49
4	91
3	0
31	0
0	435
39	435
1	397
0	397
2	397
0	337
0	337
0	187
0	0
1	0
2	10
10	16
0	3
300	32
1	26
1	15
3	542
21	297
0	7
0	7
2	67
1	4
3	9
11	271
2	131
1	0
0	338
0	16
2	107
2	124
1	145
9	28
0	0
0	0
2	166
0	208
0	263
104	312
4	183
2	211
0	205
0	165
0	98
0	55
3	114
0	62
0	42
0	96
21	120
0	1
1	40
0	61
0	41
19	46
0	19
13	370
3	413
0	414
0	414
0	414
0	325
0	414
0	414
0	414
0	413
0	414
0	414
0	414
0	414
0	413
2	182
0	306
9	131
0	2
0	42
0	6
0	11
0	0
0	3
0	3
0	0
0	0
0	0
0	0
495	45
1	39
6	17
0	1
0	5
0	0
0	0
33	151
1	142
0	82
1	20
13	283
5	95
9	74
0	82
28	149
19	43
0	79
0	25
0	1179
29	1150
0	133
0	105
0	68
1184	174
0	174
122	209
14	0
11	160
18	64
0	83
2	70
12	56
3	3
2	363
0	1760
0	1647
1	1356
0	1509
1	1596
0	1523
0	1544
1	1539
9	1001
0	1365
2	1371
0	1629
0	1120
4	865
2	192
0	159
43	163
