UniqueCount	AmbigCount
1	16
0	2
1	771
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	32
0	5
0	0
0	4
0	1
0	18
1	0
62	1083
26	1
0	42
523	54
8	51
38	243
4	13
0	0
25	34
0	0
0	0
0	2
19	780
1	47
2	75
0	51
0	73
0	46
49	40
1	0
0	12
1	2
0	0
0	2
0	0
0	2
0	0
0	2
5	7
9	4
0	3
11	7
0	725
1	316
6	431
29	334
0	358
14	151
28	27
20	216
0	253
53	50
0	176
107	55
12	3
19	14
0	49
11	13
0	0
0	11
0	1
0	0
386	1151
0	7
0	0
0	6
0	4
0	4
0	0
0	5
0	4
6	32
0	2
0	0
0	0
0	5
0	1
0	3
0	0
0	0
7	31
329	20029
481	22235
0	0
18	16
2	0
9950	7393
23	27
0	0
0	0
2187	2661
2	19
0	0
0	0
0	45
0	5
0	3
0	5
0	2
0	5
0	6
0	6
0	5
0	5
0	14
0	5
0	5
0	5
0	2
0	5
0	4
3	0
0	0
1	0
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	15
1	1
3	1
0	0
2	0
0	0
0	0
41	2
0	0
0	184
0	202
14	303
12	74
0	319
18	51
0	295
1	303
14	30
0	228
0	277
0	240
0	276
1	8
1	191
1	214
0	28
0	192
0	222
0	232
0	203
0	5
7	158
0	181
0	191
0	239
0	206
0	224
0	261
0	177
0	188
0	190
0	212
0	6
1	221
0	243
0	184
0	6
0	10
0	37
0	5
0	181
7	6
3	3
1	3
0	1
0	0
0	1
0	0
0	0
0	0
13	0
0	0
1	0
0	0
0	0
0	14
0	13
0	0
0	12
0	9
0	10
0	10
0	8
0	8
0	12
0	8
0	0
0	2
0	0
0	1
616	3520
8	1346
60	3313
0	0
46	668
23	13
531	120
74	18
78	102
53	2
36	93
6	71
7	99
0	2
3	27
0	8
0	7
0	2
0	6
11	0
24	192
49	170
97	150
4	119
2	432
3	364
13	274
0	0
0	0
38	11312
0	10490
0	10002
0	10824
0	115
0	234
8	116
0	1
4	50
203	3608
1	16
2	43
0	47
1	24
1	46
3	44
1	44
6	44
0	44
5	26
1	24
4	0
0	0
1194	0
5	562
3	461
