UniqueCount	AmbigCount
2	23
0	0
2	894
0	0
0	1
0	1
0	0
0	1
0	0
0	0
0	0
0	0
0	0
1	22
0	3
0	0
0	3
0	0
0	13
1	0
50	1136
17	0
0	35
518	43
5	46
41	322
9	29
1	0
16	56
0	0
0	0
1	0
28	845
2	62
1	87
0	71
0	87
0	62
43	31
1	0
0	10
1	3
0	1
0	1
0	0
0	0
0	0
0	3
7	7
7	9
0	1
7	4
0	825
0	364
4	474
39	393
0	358
12	180
18	30
19	244
0	266
69	44
0	170
82	55
5	5
22	21
0	57
9	16
0	0
0	10
0	4
0	0
437	1207
1	4
0	0
0	5
0	0
0	0
1	0
1	1
0	0
5	28
0	3
0	0
0	1
0	8
0	5
0	1
0	2
0	0
5	47
422	25403
467	20440
0	0
31	15
1	0
15319	10649
19	17
0	0
0	0
2256	2754
1	21
0	0
0	0
0	55
0	4
0	3
0	3
0	3
0	4
0	4
0	3
0	3
0	4
0	17
0	5
0	3
0	4
0	3
0	4
0	4
6	0
0	1
2	1
0	5
0	0
0	0
0	1
0	1
0	2
0	0
0	0
0	0
0	1
10	23
0	4
1	4
0	0
2	0
0	0
0	0
46	1
0	0
2	194
0	207
18	278
10	59
1	300
11	25
0	274
0	273
15	15
2	227
0	259
1	228
0	264
0	3
1	187
1	191
0	14
0	188
1	223
0	227
0	207
0	5
4	159
0	176
0	179
0	229
0	202
0	221
0	256
0	184
0	197
0	199
0	216
0	5
0	222
0	243
0	193
0	5
0	16
0	31
0	6
0	176
6	7
3	5
0	5
3	5
0	0
0	5
1	1
0	0
1	0
11	0
0	0
4	2
0	2
0	0
0	12
0	13
0	0
0	12
0	3
0	3
0	4
0	1
0	4
0	11
0	2
0	0
0	1
0	0
0	0
586	3921
11	1415
52	3685
0	0
32	740
17	11
512	114
74	15
67	99
47	0
47	113
4	93
5	116
0	2
2	27
0	9
0	6
0	1
0	8
14	0
31	236
73	205
83	202
3	149
1	388
1	322
20	262
0	0
0	0
50	13193
0	12297
0	11698
0	12594
0	150
2	255
13	119
0	1
7	91
234	4396
0	18
0	50
0	61
0	33
3	52
1	57
0	59
4	51
1	51
7	24
0	35
2	0
0	0
1226	0
1	573
4	493
7	623
0	613
173	446
0	550
19	591
0	80
1	384
0	198
5	166
1	178
1	44
4	14
6	9
0	20
0	6
8	22
0	4
1	0
0	0
0	0
0	0
0	0
50	0
18	0
0	133
0	133
0	0
0	0
22	64
0	1
0	0
0	4
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	1
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
44	4288
0	3732
2	3141
