UniqueCount	AmbigCount
3	26
0	0
2	1125
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	36
0	4
0	0
3	4
0	1
0	19
0	0
74	1332
17	1
0	42
643	61
3	63
49	379
9	34
0	1
21	69
0	0
0	0
0	0
30	1086
1	77
1	109
0	80
0	106
0	73
65	46
0	0
0	17
0	2
0	0
0	4
0	1
0	1
1	0
0	2
8	6
8	12
0	2
13	0
0	928
0	412
5	550
56	453
0	434
15	196
31	30
18	261
1	293
65	57
0	204
96	63
14	9
14	19
0	66
11	23
0	0
0	10
0	2
0	0
561	1435
0	1
0	1
0	5
0	1
0	1
0	0
0	0
0	1
2	44
0	2
0	0
0	1
0	8
0	2
0	2
0	1
0	0
3	33
501	34962
401	25686
0	0
18	17
4	0
12479	9380
26	24
0	0
1	0
2688	3293
1	26
0	0
0	0
0	63
0	5
0	5
0	5
0	5
0	3
0	4
3	4
0	3
0	4
0	15
0	4
0	5
1	6
0	4
0	5
0	5
6	2
0	0
2	0
0	2
0	0
0	0
0	1
0	4
0	4
0	2
0	2
0	0
0	3
10	21
1	5
4	5
0	0
7	1
0	1
0	0
54	3
0	0
3	246
0	267
25	366
18	86
3	402
16	34
0	359
0	367
12	25
0	290
0	339
1	303
0	350
0	7
1	243
0	239
1	23
0	253
0	293
0	312
0	268
0	11
6	163
0	216
1	215
0	301
0	255
0	274
0	339
0	239
0	247
0	255
0	285
1	12
0	297
0	320
0	249
0	12
0	8
0	43
0	11
0	216
6	7
0	4
0	4
3	0
0	0
0	0
0	0
0	0
2	0
28	0
0	0
3	2
0	2
0	0
0	16
0	17
0	0
0	15
0	5
0	5
0	7
0	4
0	4
0	13
0	3
0	0
0	1
0	0
0	0
700	4455
10	1661
79	4205
0	0
70	834
37	16
593	114
81	21
72	93
66	2
58	133
6	102
13	132
0	4
3	33
0	8
0	7
0	4
0	5
12	0
36	302
63	269
127	266
2	205
0	350
3	298
17	214
0	0
0	0
34	16993
0	15807
0	15149
0	16335
0	213
2	359
13	156
1	0
13	133
274	5623
0	28
2	68
0	75
0	41
3	70
7	70
1	70
5	70
0	70
6	35
1	42
5	0
0	2
1184	0
2	717
3	593
10	735
0	716
204	560
0	626
21	727
0	110
2	516
0	233
1	188
0	198
4	69
11	20
6	13
0	42
0	15
5	23
1	5
0	0
0	0
0	0
0	0
0	0
106	0
13	0
0	153
0	153
0	0
0	0
21	69
1	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
50	5175
0	4650
4	3944
106	2510
5	1971
3	627
0	943
