UniqueCount	AmbigCount
1	22
0	0
2	974
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	26
0	6
0	0
0	6
0	2
0	17
0	0
77	1166
22	1
0	46
572	50
3	58
56	331
9	26
1	0
21	58
0	0
0	0
0	0
28	935
1	67
2	98
0	77
0	97
0	66
65	42
0	0
0	23
0	2
0	0
0	4
0	0
0	1
0	1
0	1
4	6
16	7
0	3
10	1
0	903
0	420
4	532
45	427
0	418
26	198
27	37
25	261
0	312
64	74
0	194
104	64
10	7
15	18
1	84
15	27
0	0
0	11
0	3
0	0
450	1266
0	5
0	0
0	6
0	4
0	4
1	0
0	4
0	3
5	37
0	1
0	0
0	0
0	8
0	3
0	3
0	2
0	1
5	20
379	28338
483	25499
0	0
33	12
1	0
12278	9219
24	14
0	0
0	0
2587	3008
1	21
0	0
0	0
0	49
0	8
0	2
0	3
0	2
0	3
0	2
1	1
0	3
0	3
0	8
0	3
0	3
0	3
0	3
0	2
0	2
9	2
0	1
2	1
0	3
0	0
0	0
0	2
0	3
0	3
0	2
0	2
0	2
0	2
3	11
1	8
0	8
0	0
3	1
0	1
0	0
47	1
0	1
0	253
0	261
31	384
10	82
0	397
18	56
0	375
0	377
12	29
1	291
0	348
1	295
0	356
1	9
1	259
0	261
1	26
0	249
0	286
0	290
0	263
0	7
1	218
0	229
0	233
1	295
0	271
0	290
0	324
0	234
0	256
0	249
1	279
1	8
1	279
0	313
0	243
3	7
0	21
0	32
0	7
0	229
2	8
2	1
0	1
0	5
0	0
0	5
0	0
0	0
0	0
17	2
0	2
1	0
0	0
0	0
0	20
0	19
0	0
0	15
0	7
0	8
0	8
0	5
0	4
0	16
2	3
0	0
0	2
0	0
0	0
658	4387
24	1531
57	4073
0	0
45	801
30	16
504	115
76	22
91	93
56	0
38	81
4	72
5	83
1	1
3	22
0	3
0	3
0	2
0	1
17	0
28	209
55	190
90	176
2	135
1	418
1	336
18	255
0	0
0	0
49	14499
0	13437
0	12773
0	13835
0	183
1	289
19	143
0	2
4	92
295	4724
0	24
2	46
0	52
0	32
3	47
4	48
2	49
10	44
0	45
6	20
1	31
3	0
0	2
1127	0
3	598
3	509
12	653
0	639
185	461
0	553
16	611
0	91
0	405
0	208
1	187
0	196
2	62
4	18
5	10
1	28
0	10
3	24
0	3
0	0
0	0
0	0
0	0
0	0
88	0
17	0
0	115
0	115
0	0
0	0
18	54
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
55	4898
2	4393
4	3704
81	2316
2	1767
2	688
0	873
701	0
3	4
2	2
11	7
6	6
4	3
5	0
2	1255
36	1464
0	1279
32	688
2	766
5	651
2	599
9	71
0	557
4	457
0	46
0	88
2	122
2	123
0	176
2	1
3	10
0	31
3	154
24	0
0	0
5	0
0	71
0	50
6	69
0	71
0	0
1	68
0	0
1	17
22	556
13	636
3	478
0	312
3	1
0	31
4	60
7	1
52	61
0	23
12	7
0	9
0	0
0	0
42	190
6	45
3	14
1	115
0	8
9	64
0	84
13	966
0	1777
0	1776
0	1275
1	382
1	1398
0	1972
0	1279
153	1056
66	647
3	1133
0	1770
0	1274
0	1149
2	1449
0	1498
0	376
5	198
8	86
2	1225
0	181
0	334
0	292
6	161
0	207
0	535
0	3
10	37
6	661
3	166
0	160
0	478
2	419
0	421
2	20
12	6
0	205
0	605
11	353
40	196
0	211
3	218
1	79
6	72
0	53
1	72
0	1
0	3
3	5
0	0
12	0
9	76
311	99
1	23
6	0
25	2780
386	2703
1	408
0	548
21	106
3	47
14	118
0	0
2	1151
74	1701
7	1975
13	1362
46	1871
4	391
9	295
70	374
2	2
0	0
41	1041
32	979
443	980
193	998
15	32
1	50
0	0
0	1669
68	1973
2	1692
21	1228
10	2750
2	2029
13	2413
0	2597
0	800
6	1071
2	188
4	230
1	248
8	174
0	401
35	29
7	60
1	2
3	8
6	160
3	163
1	168
0	171
0	163
0	171
0	153
0	152
0	157
0	5
0	150
0	158
0	158
0	64
234	513
1	192
33	264
40	1
24	326
0	40
0	5
84	1
0	277
5	301
39	351
0	108
23	101
6	0
4	0
3	0
11	5
0	0
1	5
1	193
10	1160
406	1353
6	19
1	38
0	0
0	2
32	1296
0	998
51	1203
2	75
53	755
55	472
1	0
1	0
0	0
0	1427
16	1009
0	1366
0	1180
2	1332
0	2
1	121
1	245
8	0
10	0
961	1927
4	1535
0	392
263	76
0	4
8	4
0	0
1292	0
13	0
207	0
218	1564
20	1618
0	1702
0	1723
0	1416
4	1536
0	1662
37	49
5	68
29	1567
8	43
0	1205
0	51
0	6
0	108
0	1678
8	882
0	71
0	1348
5	1121
8	14
13	14
3	1264
6	200
26	22
0	53
41	183
10	444
2	415
8	223
0	93
2	94
0	2
0	27
30	12
7	19
0	16
0	6
1	10
0	11
4	3
3	4
43	1591
0	1520
3	1359
0	1303
0	1293
0	1259
0	1258
0	1258
0	77
0	0
3	284
30	2810
8	2867
50	1034
30	398
0	0
