UniqueCount	AmbigCount
6	30
0	0
4	926
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	27
0	7
0	0
1	4
0	1
0	16
0	0
66	1293
14	1
0	40
541	50
3	51
44	315
7	32
1	0
23	60
0	0
0	0
0	0
17	869
0	54
2	88
1	63
0	88
0	54
71	44
2	0
0	18
0	0
0	0
2	2
0	0
0	0
0	1
0	4
8	9
6	5
0	2
11	2
0	890
0	421
8	531
44	393
0	381
22	195
17	32
14	242
0	274
73	45
0	185
101	61
13	4
9	9
0	64
16	15
0	0
0	11
0	2
0	0
401	1387
2	3
0	0
0	8
0	1
0	1
0	0
0	0
0	1
1	27
0	4
0	0
0	0
0	7
0	3
0	3
0	1
0	0
1	36
443	32800
391	21500
0	0
32	9
2	0
11045	8787
25	19
0	0
0	0
2674	2867
1	24
0	0
0	0
0	40
0	7
0	3
0	4
0	4
0	3
0	7
0	5
0	3
0	3
0	15
0	3
0	4
0	4
0	2
0	5
0	4
8	1
0	3
0	3
0	5
0	0
0	0
0	3
0	2
0	2
0	1
0	1
0	0
0	4
5	18
1	5
2	5
0	0
5	1
0	1
0	0
38	3
0	1
0	199
0	214
28	308
4	62
1	309
17	40
0	305
0	304
17	27
0	247
0	286
0	253
0	294
1	10
0	203
0	212
0	26
0	201
0	239
1	240
1	214
0	3
4	166
0	175
0	192
0	252
0	218
0	235
0	275
0	188
0	208
0	204
0	227
0	5
0	230
0	254
0	199
1	5
0	15
0	25
0	3
0	175
5	8
2	1
0	1
1	3
0	0
0	3
0	0
0	0
1	0
21	1
1	1
1	0
0	0
0	0
0	14
0	14
0	0
0	12
0	3
0	3
0	3
0	3
0	1
0	12
0	3
0	0
0	0
0	0
0	0
564	3606
21	1293
52	3416
0	0
42	678
25	7
495	123
57	15
58	108
48	0
27	93
3	80
3	99
0	2
0	26
0	4
0	4
0	3
0	1
8	0
17	209
65	189
85	177
3	144
1	256
1	208
17	169
0	0
0	0
37	12245
0	11427
0	10875
0	11693
0	133
0	217
11	113
0	1
10	82
244	3980
0	8
2	53
1	56
1	27
0	54
1	51
1	54
4	52
0	52
1	20
1	30
2	0
0	0
971	0
2	502
2	426
4	530
0	526
181	389
0	458
18	507
0	86
2	319
0	168
0	130
1	139
3	43
3	8
5	6
0	25
0	11
10	10
0	3
0	0
1	0
0	0
0	0
0	0
65	0
14	0
0	94
0	94
0	0
0	0
9	35
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
58	4369
1	3944
2	3340
105	2053
3	1597
2	612
0	768
736	0
5	0
2	0
13	5
5	3
7	6
5	0
1	1160
44	1316
0	1185
21	663
2	654
0	593
4	541
5	72
0	507
9	420
0	40
0	82
0	95
0	77
2	110
1	0
4	7
0	24
8	95
11	0
0	0
4	0
0	74
1	51
11	71
0	71
0	0
1	71
0	0
2	19
18	520
16	580
8	417
0	274
5	0
0	18
1	47
2	1
37	65
0	22
20	10
2	8
0	0
0	0
58	157
3	27
1	13
0	94
0	3
9	57
1	68
24	924
0	1704
0	1696
0	1215
2	360
2	1340
0	1893
0	1218
185	982
79	617
12	1081
0	1700
1	1217
0	1089
1	1377
0	1440
0	334
6	162
8	58
2	1158
0	157
1	281
0	261
5	160
0	171
0	469
2	4
9	46
5	627
6	181
0	188
0	459
0	381
0	379
1	23
12	4
0	188
0	583
8	362
30	198
0	200
0	213
1	69
10	51
1	67
3	62
0	2
0	6
1	7
0	0
5	0
3	97
326	118
0	22
2	0
30	2510
317	2457
2	358
0	473
20	103
4	42
12	119
0	0
2	1119
44	1623
8	1819
12	1214
42	1752
7	415
9	334
63	333
1	0
1	0
38	951
35	907
405	905
166	940
15	43
5	33
0	0
0	1561
80	1810
3	1557
22	1162
8	2644
3	1931
9	2243
0	2449
0	708
2	956
1	155
3	181
0	227
10	157
0	399
36	16
5	58
5	1
5	13
6	157
6	151
0	159
0	171
1	155
0	171
0	132
0	135
0	144
0	3
0	137
0	150
0	151
0	43
215	500
1	172
42	239
35	3
18	333
0	36
0	5
71	0
0	230
8	241
29	280
0	89
20	75
4	0
4	0
2	4
13	3
1	4
4	6
1	160
12	997
385	1157
1	13
6	33
0	0
0	0
26	1106
0	841
43	1031
5	51
47	672
48	430
1	0
2	0
0	0
4	1245
10	874
0	1184
0	1038
0	1168
0	3
0	71
1	239
6	0
5	0
720	1311
13	1067
0	243
302	49
0	1
7	1
0	0
1227	0
16	0
207	0
147	1460
18	1522
0	1628
0	1634
0	1325
5	1446
0	1605
41	35
2	56
26	1479
7	41
1	1115
2	33
0	0
0	120
0	1605
9	812
0	77
0	1280
5	1050
9	5
13	16
3	1159
6	161
17	9
0	46
57	176
6	422
2	357
4	224
0	88
3	87
0	1
0	40
24	20
7	31
0	24
0	9
0	18
1	18
0	2
1	3
