UniqueCount	AmbigCount
1	17
0	0
2	712
0	0
0	1
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	22
0	2
0	0
0	4
0	1
1	10
0	0
44	1166
21	0
0	50
590	45
6	45
37	269
7	21
0	0
21	42
0	0
0	0
0	0
22	723
2	38
2	61
0	46
0	57
0	36
58	35
1	0
0	19
0	1
0	1
0	2
0	0
0	1
0	0
0	2
4	8
12	8
0	6
15	0
0	762
1	351
1	438
29	360
0	348
16	164
11	25
17	213
0	249
69	59
0	156
83	52
9	6
9	23
0	49
16	13
0	0
0	10
0	3
0	0
418	1238
0	4
0	1
0	6
0	0
0	0
0	0
0	0
0	0
4	31
0	2
0	0
0	1
0	11
0	3
0	6
0	2
0	0
6	37
364	22420
531	20285
0	0
24	6
3	0
10989	8079
25	25
0	0
0	0
2026	2674
0	11
0	0
0	0
0	37
0	8
0	5
0	5
0	5
0	4
0	4
0	3
0	4
0	5
0	16
0	4
0	4
0	5
0	3
0	6
0	5
8	1
0	1
1	1
0	6
0	0
0	0
0	0
0	2
0	2
0	1
0	1
0	0
0	1
3	23
0	5
7	5
0	0
1	2
0	1
0	1
47	1
0	0
1	166
0	186
21	267
12	50
0	286
15	27
0	256
0	268
14	19
1	202
0	253
1	212
0	247
2	9
0	164
0	181
0	19
0	171
0	204
0	214
0	187
0	6
0	134
0	163
0	170
0	212
0	191
0	212
0	237
0	157
0	169
0	175
0	187
1	7
0	198
0	227
0	171
0	7
0	5
0	22
0	6
0	163
2	10
2	3
0	3
1	5
0	0
0	5
0	0
0	0
3	0
41	3
1	2
3	0
0	0
0	0
0	19
0	19
0	2
0	17
0	8
0	8
0	9
0	8
0	7
0	14
0	7
1	0
0	0
0	0
0	0
489	2901
11	1107
67	2705
0	0
33	566
23	15
439	101
66	12
60	89
49	0
21	62
2	48
3	64
0	1
3	11
0	0
0	0
0	0
0	0
23	0
21	268
67	230
79	231
5	154
1	223
0	172
9	155
0	0
0	0
43	14026
0	13077
0	12533
0	13482
0	142
1	307
14	137
1	0
10	112
343	4534
0	30
3	56
0	58
0	26
2	50
3	50
0	55
3	49
3	50
1	27
0	30
0	0
0	1
605	0
2	406
1	348
6	446
0	441
138	308
0	377
16	420
0	50
0	285
0	142
0	144
0	146
2	48
10	17
3	10
0	26
0	9
2	21
0	2
0	0
0	0
0	0
0	0
0	0
84	0
10	0
0	85
0	85
0	0
0	0
12	40
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
28	3975
3	3623
0	3052
88	1866
9	1451
5	554
0	750
624	0
2	4
4	3
5	4
8	7
5	7
5	0
0	901
35	1043
0	934
15	509
7	590
2	481
1	473
11	64
0	452
4	328
0	51
0	69
1	98
0	103
1	144
1	0
1	15
0	26
10	118
14	0
0	0
4	0
0	97
0	66
8	98
0	99
0	2
0	96
0	0
2	23
22	574
23	633
12	456
0	336
0	1
1	28
1	60
1	3
47	80
0	37
22	12
0	15
0	0
0	0
29	119
5	20
2	4
2	68
2	2
1	53
0	50
8	716
0	1208
0	1202
0	884
1	313
0	993
0	1376
0	890
138	727
53	540
6	808
0	1205
2	888
0	821
1	1015
0	993
0	242
3	137
5	58
0	826
0	132
0	220
0	197
7	140
0	137
0	366
0	4
4	28
3	466
1	144
0	109
0	303
1	267
0	266
1	18
9	5
0	138
0	422
6	253
29	135
0	162
2	144
1	72
2	61
0	56
0	53
0	1
0	3
3	6
0	0
9	0
6	95
279	117
0	24
9	0
18	2053
321	1999
0	302
0	392
17	86
4	26
6	101
0	0
2	1205
44	1819
7	2089
19	1458
33	2007
5	453
11	361
68	413
1	0
1	1
40	849
24	793
333	799
154	817
18	34
6	43
0	0
0	1286
66	1561
1	1342
18	977
10	2121
3	1579
9	1905
0	2002
0	593
2	837
1	128
6	174
0	161
10	157
0	317
23	13
4	64
3	1
1	13
8	134
6	131
1	136
0	143
0	127
0	142
0	120
0	118
0	127
0	9
0	117
0	129
0	130
0	54
159	395
3	174
31	233
23	3
38	223
0	20
0	2
88	7
0	243
6	267
31	299
0	101
22	70
5	0
3	0
0	4
11	4
1	5
4	9
0	248
5	1261
443	1509
7	18
15	26
0	0
0	1
32	1132
0	876
23	1056
3	50
48	700
48	457
2	0
1	0
0	0
4	989
5	675
0	939
0	814
0	934
0	0
0	84
1	183
6	0
12	0
735	1187
3	948
0	239
148	40
0	2
7	2
0	0
1049	0
10	0
153	0
144	1154
22	1171
0	1246
0	1261
0	1073
6	1161
0	1219
24	35
0	39
35	1154
1	52
0	916
1	37
1	1
0	86
0	1232
4	685
0	62
0	1034
4	857
10	14
27	21
0	924
4	117
16	10
0	38
37	171
7	369
4	339
10	174
0	72
3	75
0	1
0	18
25	14
3	15
0	12
0	5
0	13
0	11
3	1
1	2
41	1229
0	1179
3	1036
0	1002
0	994
0	967
0	967
0	967
0	50
2	0
4	212
21	2131
5	2161
47	727
16	279
1	0
0	0
0	15
14	724
0	672
6	255
3	482
1	556
0	366
0	566
0	602
0	571
0	418
22	17
6	93
3	40
0	2
13	102
0	6
2	32
11	89
3	95
1	30
0	2
0	1
1	1
71	466
0	0
11	0
0	0
0	0
10	181
12	12
5	186
0	116
41	1982
2	1869
0	1665
1	899
7	5
1	401
0	136
1	70
13	316
2	68
1	56
0	243
7	214
3	243
12	236
2	145
0	0
0	6332
48	7692
168	8003
2	6961
0	7013
0	7785
0	6858
0	5913
0	7782
1	7000
0	3730
0	7054
0	7733
0	7653
1	7652
0	7569
0	7445
0	6448
1	6937
0	6063
1	6794
11	6642
0	4350
0	3780
33	933
2	2339
0	1485
0	580
0	4
1	92
0	0
1	2
1	2
0	0
0	2
0	1
1	3
0	3
14	5
0	4
2	122
4	111
0	11
10	30
14	15
4	2
0	37
0	5
0	36
0	5
0	0
8	28
0	19
0	0
6	19
0	2
5	0
1	0
0	9
1	18
